epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.9381330723489512,0.1695313466056634,1.9330028132798056,0.20437685459940652,1.6666666666666667e-05
2,1.9260089869727395,0.3077779151724991,1.9185850468162966,0.3942878338278932,3.3333333333333335e-05
3,1.9107398119611942,0.4159762581921603,1.901345678889787,0.4580860534124629,5e-05
4,1.894652395235441,0.46345987387164583,1.8879810982005178,0.4551186943620178,6.666666666666667e-05
5,1.8838023989489807,0.44763200197848396,1.8760753141312643,0.4714391691394659,8.333333333333334e-05
6,1.8704859460551437,0.44886855447013724,1.8619311895851565,0.43805637982195844,8.33281930200692e-05
7,1.8578884571226857,0.4440459997526895,1.8509373201460795,0.47181008902077154,8.331277334857217e-05
8,1.8469211308729432,0.4606158031408433,1.840495971260863,0.4580860534124629,8.328707812341544e-05
9,1.836526972586843,0.4557932484233956,1.8289063564040187,0.4714391691394659,8.325111368451134e-05
10,1.8242930346636714,0.480524298256461,1.8168403543421352,0.4892433234421365,8.320488890554703e-05
11,1.8109920726831312,0.4983306541362681,1.8031925674008333,0.5066765578635015,8.314841519179502e-05
12,1.7994452349052037,0.5015456906145666,1.7928673400369526,0.509272997032641,8.308170647729917e-05
13,1.7876832997296257,0.5178681835043898,1.7828820667917722,0.5118694362017804,8.30047792214366e-05
14,1.7781968281415597,0.5252874984543093,1.7711899418505435,0.526706231454006,8.291765240485657e-05
15,1.766514289330475,0.538023989118338,1.7601653556795431,0.5289317507418397,8.282034752479742e-05
16,1.7550042457422546,0.5434648200816125,1.747202549914578,0.5385756676557863,8.271288858978226e-05
17,1.7425446018707447,0.5543464820081613,1.7358536950204775,0.5478486646884273,8.259530211369538e-05
18,1.7300947984187405,0.5574378632372944,1.724351037149967,0.5634272997032641,8.246761710924025e-05
19,1.7176656477734644,0.5685668356621738,1.710717728300689,0.5715875370919882,8.232986508078116e-05
20,1.7063994074657907,0.570545319648819,1.7018233590734464,0.5701038575667656,8.218208001656986e-05
21,1.6956745902348378,0.5772227031037468,1.6912481611489543,0.5775222551928784,8.202429838035963e-05
22,1.6850108541958233,0.5768517373562507,1.6812504483967223,0.5760385756676558,8.185655910240826e-05
23,1.6763084130247665,0.5793248423395573,1.6724150470880796,0.5782640949554896,8.167890356987264e-05
24,1.6655112781792352,0.5899591937677754,1.665498449823623,0.5797477744807121,8.14913756165971e-05
25,1.6583369208809118,0.5893409175219488,1.654428303418598,0.5886498516320475,8.129402151229807e-05
26,1.6476790275711706,0.5911957462594287,1.6468028456237973,0.5908753709198813,8.108688995114772e-05
27,1.6409353495115873,0.5945344379868925,1.6389168087028254,0.6049703264094956,8.087003203975939e-05
28,1.6322659723128083,0.5998516137010016,1.631254021067294,0.6045994065281899,8.06435012845778e-05
29,1.624452256516619,0.6029429949301348,1.621943835334891,0.6053412462908012,8.040735357867714e-05
30,1.6163159271422785,0.6086311363917398,1.6152287389121354,0.6120178041543026,8.016164718797028e-05
31,1.6106814510288383,0.611722517620873,1.6078668535640048,0.6135014836795252,7.990644273683254e-05
32,1.6031088172188055,0.6206256955607765,1.601302013552861,0.6175816023738873,7.964180319314354e-05
33,1.597994228324475,0.6164214170891554,1.6018254940870609,0.6175816023738873,7.93677938527508e-05
34,1.5969252261476314,0.6205020403116113,1.5901165924723142,0.6298219584569733,7.908448232335896e-05
35,1.5867095868608425,0.6254482502782243,1.5857708673448874,0.6224035608308606,7.879193850784864e-05
36,1.5779645543495273,0.629899839248176,1.5790650076965196,0.6379821958456974,7.849023458702888e-05
37,1.5737465402171065,0.6320019784839866,1.5750599643243173,0.6313056379821959,7.817944500182762e-05
38,1.5684094994622697,0.6348460492147892,1.5646901258021504,0.6476261127596439,7.78596464349246e-05
39,1.5607820566201425,0.6472115741313219,1.5596878882331735,0.6483679525222552,7.753091779183096e-05
40,1.5574231391874662,0.6469642636329912,1.5607265509908206,0.6468842729970327,7.719334018142049e-05
41,1.5536312170725635,0.6500556448621244,1.5494338815219324,0.6602373887240356,7.684699689591727e-05
42,1.547464912070676,0.6548781995795722,1.5493682626446914,0.6539317507418397,7.649197339034457e-05
43,1.5539158860994708,0.6468406083838258,1.5520798049270221,0.6580118694362018,7.612835726144005e-05
44,1.5463131629183926,0.6522814393471003,1.545884889735666,0.6531899109792285,7.575623822604262e-05
45,1.5402437450860125,0.6618028935328305,1.5444804829730479,0.6591246290801187,7.537570809895613e-05
46,1.5387507003421201,0.6624211697786571,1.540574139586542,0.6698813056379822,7.498686077029543e-05
47,1.5326797335112774,0.6632867565228144,1.5334811175258647,0.6776706231454006,7.45897921823204e-05
48,1.528424845470609,0.6730555212068753,1.5314443610188515,0.6661721068249258,7.418460030576372e-05
49,1.5218850345919361,0.6745393841968591,1.522869747894808,0.6806379821958457,7.377138511565787e-05
50,1.5177773580542893,0.6794855941634722,1.5191200221681453,0.6772997032640949,7.335024856666795e-05
51,1.5158531513676385,0.6789909731668109,1.5203435403303152,0.6776706231454006,7.29212945679358e-05
52,1.5129320724086825,0.6817113886484482,1.5163373140623733,0.6798961424332344,7.248462895744204e-05
53,1.5094610805253215,0.685050080375912,1.5115299507842928,0.6862017804154302,7.204035947589212e-05
54,1.5058826840644686,0.6906145665883516,1.5138255693792235,0.6828635014836796,7.158859574013285e-05
55,1.5067454169644727,0.6859156671200692,1.511823994469572,0.6813798219584569,7.112944921610613e-05
56,1.5010267155005639,0.6969209842957833,1.5035963242414798,0.6921364985163204,7.066303319134641e-05
57,1.5000692930713313,0.6932113268208235,1.5011459033637797,0.6928783382789317,7.018946274702869e-05
58,1.4979642457450233,0.69753926054161,1.5003217815999108,0.6921364985163204,6.970885472957388e-05
59,1.4945231295345416,0.7019908495115618,1.4997775982678467,0.6977002967359051,6.922132772181882e-05
60,1.492607017964976,0.704340299245703,1.497520185365875,0.6995548961424333,6.872700201375764e-05
61,1.489214218295194,0.7079263014714975,1.494844082555007,0.6984421364985163,6.822599957286207e-05
62,1.4854996377876077,0.7092865092123161,1.489114688129029,0.7080860534124629,6.771844401398772e-05
63,1.4831248044053718,0.7149746506739211,1.4895129907732547,0.7040059347181009,6.720446056887402e-05
64,1.4821762098905786,0.7127488561889452,1.4890901221719623,0.7095697329376854,6.668417605524516e-05
65,1.4794566030037688,0.7157165821689131,1.4808097547168901,0.7188427299703264,6.615771884551971e-05
66,1.4791009229326537,0.7199208606405342,1.4822930352270427,0.7155044510385756,6.56252188351366e-05
67,1.4753171344526887,0.7225176208730061,1.4804388312982169,0.7210682492581603,6.508680741050545e-05
68,1.474654943668549,0.7225176208730061,1.4843602134495177,0.7147626112759644,6.454261741658882e-05
69,1.4739433824021013,0.7264745888462966,1.4783084827643826,0.7195845697329377,6.399278312412485e-05
70,1.4687494455522434,0.7294423148262644,1.47030699500698,0.7347922848664689,6.343744019649786e-05
71,1.4668449550826543,0.7314207988129096,1.4771634350898357,0.7199554896142433,6.287672565626546e-05
72,1.467878294474589,0.7309261778162482,1.470930882306764,0.7281157270029673,6.231077785135031e-05
73,1.4635410878571913,0.7357487325336961,1.4667629038898458,0.7321958456973294,6.173973642090479e-05
74,1.4620445186929383,0.7379745270186719,1.4668324725917963,0.7303412462908012,6.116374226085723e-05
75,1.459880093996348,0.73723259552368,1.4638360208149126,0.7370178041543026,6.0582937489147785e-05
76,1.458616690551953,0.7460121182144182,1.4655507247596538,0.7314540059347181,5.999746541066313e-05
77,1.4562035269092775,0.7458884629652529,1.4588649223395553,0.7455489614243324,5.9407470481878034e-05
78,1.4533971621195083,0.7493508099418821,1.4575417282319565,0.7436943620178041,5.881309827521288e-05
79,1.4506930892629943,0.7523185359218498,1.4569328036435634,0.7433234421364985,5.821449544311586e-05
80,1.4489798590944416,0.7540497094101645,1.4544376092424025,0.7466617210682492,5.7611809681878755e-05
81,1.4504805078933365,0.7503400519352047,1.4625537922545073,0.7399851632047477,5.700518969519493e-05
82,1.448567326304437,0.7545443304068258,1.4512175392326332,0.7451780415430267,5.639478515746905e-05
83,1.4435591862937849,0.7582539878817856,1.4510432442854704,0.7544510385756676,5.5780746676887154e-05
84,1.4419988587625805,0.7628292321009027,1.453452552107746,0.7548219584569733,5.516322575825623e-05
85,1.4414962762451973,0.762210955855076,1.4472994004937236,0.75,5.454237476562281e-05
86,1.4398339942873402,0.7623346111042414,1.445111301956969,0.7585311572700296,5.3918346884679334e-05
87,1.4371755870352338,0.7670335105725238,1.4427511359534562,0.7548219584569733,5.329129608496789e-05
88,1.437433704746747,0.7635711635958946,1.4459192933243885,0.7559347181008902,5.266137708189053e-05
89,1.437152364042614,0.7666625448250278,1.4397139287490166,0.7644658753709199,5.2028745298535605e-05
90,1.433157142815107,0.7703722022999876,1.4398001149429411,0.7670623145400594,5.13935568273294e-05
91,1.431862720426647,0.7723506862866328,1.4359564947445245,0.7666913946587537,5.0755968391522615e-05
92,1.4307722756428374,0.769753926054161,1.4381571176851538,0.767433234421365,5.011613730652136e-05
93,1.4301971768041586,0.771237789044145,1.4361222720641411,0.7603857566765578,4.9474221441071874e-05
94,1.4291515000541322,0.7711141337949796,1.4371780797352776,0.7655786350148368,4.883037917830873e-05
95,1.428202068155623,0.7737108940274514,1.4363748878682756,0.7626112759643917,4.818476937667629e-05
96,1.4275045312496084,0.7733399282799555,1.4354956394133298,0.7707715133531158,4.753755133073262e-05
97,1.426200825778607,0.778038827748238,1.432229824872682,0.7711424332344213,4.688888473184602e-05
98,1.4239862593582067,0.7777915172499072,1.4292527419523244,0.7696587537091988,4.623892962879356e-05
99,1.4245127817012182,0.7750711017682701,1.4270994797658496,0.7726261127596439,4.5587846388271436e-05
100,1.4207129716224571,0.7836033139606776,1.4276155544671532,0.7696587537091988,4.493579565532688e-05
101,1.4224407290799135,0.7817484852231977,1.4271777599430933,0.7704005934718101,4.42829383137214e-05
102,1.419367290477722,0.7823667614690244,1.4278041354272768,0.7729970326409495,4.362943544623511e-05
103,1.4182038989249275,0.7824904167181896,1.4240251708808922,0.7778189910979229,4.297544829492201e-05
104,1.417578863112906,0.7816248299740324,1.4239020602285686,0.7759643916913946,4.232113822132586e-05
105,1.4161997657336955,0.7839742797081736,1.419709794245417,0.7811572700296736,4.1666666666666665e-05
106,1.4127999245936191,0.7864473846914801,1.4192484631382747,0.7785608308605341,4.1012195112007476e-05
107,1.412499113240318,0.7857054531964882,1.4203229902052383,0.7833827893175074,4.035788503841132e-05
108,1.4123148290338867,0.7892914554222826,1.4177876615382796,0.7844955489614244,3.9703897887098225e-05
109,1.4129197293105018,0.7878075924322987,1.4202883593760187,0.780786350148368,3.9050395019611944e-05
110,1.4151169635964453,0.7853344874489923,1.417699101770667,0.7818991097922848,3.8397537678006466e-05
111,1.4127823249273959,0.784839866452331,1.4215197778950812,0.7804154302670623,3.77454869450619e-05
112,1.4127767023085605,0.7862000741931495,1.4203691839818078,0.7804154302670623,3.709440370453978e-05
113,1.4120021148976223,0.7876839371831335,1.41548381856358,0.7874629080118695,3.644444860148733e-05
114,1.4099037551136944,0.7934957338939038,1.4150461110587644,0.7874629080118695,3.5795782002600735e-05
115,1.4085044926436645,0.7928774576480772,1.415004618090055,0.780786350148368,3.514856395665705e-05
116,1.4084639589940129,0.7932484233955731,1.414293138138972,0.7833827893175074,3.45029541550246e-05
117,1.406353765458543,0.7933720786447385,1.4137178171282352,0.7867210682492581,3.385911189226148e-05
118,1.405767818574515,0.7939903548905651,1.4109020930015723,0.7852373887240356,3.321719602681199e-05
119,1.4053823534867753,0.7938666996413998,1.4123084566359705,0.7826409495548962,3.257736494181074e-05
120,1.4056385431977185,0.7944849758872264,1.4137418637997319,0.7826409495548962,3.193977650600394e-05
121,1.4061425871971114,0.7932484233955731,1.4135085524720326,0.780786350148368,3.130458803479772e-05
122,1.404692629263076,0.7941140101397305,1.4083206299858206,0.7919139465875371,3.06719562514428e-05
123,1.4025006444312387,0.796216149375541,1.407701690755895,0.7963649851632048,3.0042037248365455e-05
124,1.40022255795928,0.7989365648571782,1.4060361484391752,0.7945103857566765,2.9414986448654013e-05
125,1.3989908820665617,0.80153332508965,1.405588391980361,0.7933976261127597,2.8790958567710546e-05
126,1.3989263511756538,0.7994311858538395,1.4027060878736684,0.7978486646884273,2.8170107575077115e-05
127,1.3970755958374341,0.803017188079634,1.404123675575596,0.7963649851632048,2.75525866564462e-05
128,1.3966781890361348,0.8035118090762953,1.402564651534536,0.8011869436201781,2.69385481758643e-05
129,1.3950355839077764,0.8048720168171138,1.4011433828478397,0.8022997032640949,2.6328143638138434e-05
130,1.3952262537638898,0.8066031903054285,1.403094021078387,0.797106824925816,2.572152365145461e-05
131,1.394251791835642,0.8067268455545938,1.4018483628858798,0.7967359050445104,2.5118837890217474e-05
132,1.3939879823559453,0.8067268455545938,1.403797217575662,0.7974777448071216,2.4520235058120472e-05
133,1.3936091653198368,0.8078397427970817,1.3998117510572032,0.7997032640949555,2.392586285145531e-05
134,1.39142376382728,0.8121676765178681,1.3980829248796232,0.8008160237388724,2.3335867922670205e-05
135,1.391770798991663,0.808334363793743,1.3981184768393768,0.8008160237388724,2.275039584418556e-05
136,1.3898588309288615,0.8103128477803883,1.3963375243659544,0.8030415430267063,2.2169591072476124e-05
137,1.3904368254020156,0.8110547792753803,1.3961360351975665,0.8078635014836796,2.159359691242853e-05
138,1.3886357469789852,0.8127859527636948,1.396583455606455,0.8037833827893175,2.1022555481983022e-05
139,1.3883671798443078,0.8132805737603561,1.3965145678477755,0.8041543026706232,2.0456607677067867e-05
140,1.387943960981462,0.8130332632620255,1.3968185713453887,0.8022997032640949,1.989589313683547e-05
141,1.3875857189793337,0.8137751947570174,1.3950125668805855,0.8078635014836796,1.9340550209208467e-05
142,1.3855901383581217,0.815135402497836,1.3933793274514399,0.8100890207715133,1.8790715916744508e-05
143,1.3845733786832126,0.8156300234944973,1.392334045925197,0.8089762611275965,1.8246525922827892e-05
144,1.384044963069084,0.8166192654878199,1.3926609128448306,0.8056379821958457,1.770811449819673e-05
145,1.3836788686432973,0.8169902312353159,1.3913166300125575,0.810459940652819,1.717561448781363e-05
146,1.3839033251273347,0.8168665759861506,1.3908956574403213,0.8108308605341247,1.6649157278088176e-05
147,1.382585889007424,0.8200816124644491,1.3891912826090962,0.8152818991097923,1.6128872764459314e-05
148,1.3812283676546526,0.8221837517002597,1.3895443271104944,0.8152818991097923,1.5614889319345623e-05
149,1.381276989670078,0.8249041671818969,1.3856792004242848,0.81973293768546,1.5107333760471266e-05
150,1.3791681574525123,0.8297267218993446,1.3855092185894884,0.8182492581602374,1.4606331319575691e-05
151,1.378112865346345,0.8305923086435019,1.384592134450239,0.8238130563798219,1.4112005611514518e-05
152,1.3770496982187899,0.829108445653518,1.3829804216718815,0.8245548961424333,1.3624478603759447e-05
153,1.3762650478161853,0.8330654136268084,1.3808012832873653,0.8290059347181009,1.3143870586304642e-05
154,1.3748596360218515,0.8335600346234697,1.3802405425985773,0.8301186943620178,1.267030014198691e-05
155,1.373700692890394,0.8344256213676271,1.3829592593699604,0.8230712166172107,1.2203884117227195e-05
156,1.3740511179501007,0.8347965871151231,1.378828463993016,0.8293768545994066,1.1744737593200476e-05
157,1.372550947315041,0.8360331396067763,1.379428744669838,0.827893175074184,1.12929738574412e-05
158,1.3721388760759285,0.8377643130950909,1.3774851553517915,0.8323442136498517,1.0848704375891264e-05
159,1.3711737546163687,0.8367750711017683,1.3768159306721446,0.8341988130563798,1.0412038765397523e-05
160,1.3701074275360776,0.8377643130950909,1.3760347384019846,0.8330860534124629,9.983084766665384e-06
161,1.3694210769190576,0.8404847285767281,1.3761012394987158,0.831973293768546,9.561948217675459e-06
162,1.3686767701712323,0.8402374180783975,1.3752088221315106,0.8367952522255193,9.148733027569607e-06
163,1.368649190710725,0.8407320390750588,1.3747307408811076,0.8334569732937686,8.743541151012906e-06
164,1.368120209799571,0.8388772103375788,1.374647163849556,0.8353115727002968,8.346472563037898e-06
165,1.3678864431982651,0.8422159020650427,1.3733769343939308,0.8349406528189911,7.9576252343772e-06
166,1.3670966412797911,0.840855694324224,1.3737570135812731,0.8349406528189911,7.577095107290702e-06
167,1.36703284513203,0.8414739705700507,1.373127964908362,0.8367952522255193,7.204976071893267e-06
168,1.366967831492881,0.8403610733275627,1.3731351906892453,0.8386498516320475,6.8413599429887534e-06
169,1.3664564854933332,0.8414739705700507,1.3723896126365096,0.8379080118694362,6.486336437416053e-06
170,1.3658326654480195,0.842710523061704,1.3724599567294475,0.8356824925816023,6.1399931519128405e-06
171,1.3656375783474761,0.842710523061704,1.3718456104176688,0.8375370919881305,5.802415541502348e-06
172,1.3644966966689878,0.8436997650550266,1.371459194389932,0.8375370919881305,5.4736868984087e-06
173,1.36426966743415,0.8433287993075306,1.3719676071529219,0.8375370919881305,5.153888331505688e-06
174,1.364284456579591,0.8438234203041919,1.3712496060645898,0.8397626112759644,4.843098746304443e-06
175,1.3639945877310342,0.8451836280450105,1.3714806273004776,0.8386498516320475,4.5413948254846795e-06
176,1.3638389734250735,0.8449363175466799,1.3709745958933846,0.8397626112759644,4.248851009974356e-06
177,1.3638639096440146,0.8440707308025226,1.37119409380044,0.8393916913946587,3.96553948058253e-06
178,1.3637963421813222,0.8444416965500186,1.371020034441962,0.8386498516320475,3.6915301401897915e-06
179,1.364071996733537,0.8424632125633733,1.3704160625220052,0.8401335311572701,3.4268905965007976e-06
180,1.3636509305366231,0.8466674910349944,1.3705010410586167,0.8405044510385756,3.171686145363064e-06
181,1.3629824639811303,0.8460492147891678,1.3704765706104765,0.8379080118694362,2.9259797546561956e-06
182,1.3632390300850499,0.8445653517991839,1.370314433242164,0.8393916913946587,2.6898320487555274e-06
183,1.36319598135082,0.8454309385433412,1.3702269279638455,0.8393916913946587,2.4633012935739408e-06
184,1.3631889700550548,0.8451836280450105,1.3701695582279465,0.8386498516320475,2.246443382185614e-06
185,1.3628871369099491,0.8450599727958452,1.3698457277846974,0.8390207715133531,2.0393118210352706e-06
186,1.3629485732090698,0.8453072832941758,1.3699988675046746,0.8393916913946587,1.841957716736246e-06
187,1.3624567523408881,0.8460492147891678,1.3701173229811807,0.8390207715133531,1.6544297634607112e-06
188,1.3625932793335993,0.8451836280450105,1.3699706453244127,0.8397626112759644,1.4767742309250857e-06
189,1.3622166386519756,0.8448126622975145,1.3696955842151133,0.8386498516320475,1.3090349529737106e-06
190,1.362371929292996,0.8441943860516878,1.369706444641249,0.8397626112759644,1.1512533167634775e-06
191,1.361956422712506,0.8465438357858291,1.3696873856581284,0.8393916913946587,1.0034682525521954e-06
192,1.3616248703834315,0.8471621120316557,1.3696988311648723,0.8390207715133531,8.657162240930897e-07
193,1.3619865453831417,0.8462965252874984,1.3695407557558235,0.8397626112759644,7.380312196379704e-07
194,1.3619933267952824,0.8462965252874984,1.3695185654948656,0.8405044510385756,6.204447435510892e-07
195,1.3616844485536324,0.8466674910349944,1.369496473926465,0.8397626112759644,5.129858085359312e-07
196,1.3616515040264976,0.8454309385433412,1.3693828904664127,0.8405044510385756,4.1568092847676955e-07
197,1.362033860666047,0.8455545937925065,1.369380520783829,0.8401335311572701,3.2855411189676e-07
198,1.3615620587920765,0.8462965252874984,1.3694055246670098,0.8397626112759644,2.5162685603418367e-07
199,1.3615541975386465,0.8470384567824905,1.3693965128692038,0.8390207715133531,1.849181415383336e-07
200,1.361735294256426,0.8459255595400025,1.3693667894301145,0.8397626112759644,1.284444277863349e-07
